PC1,PC2,PC3,Class
1.3848622303748381,0.6586398536611477,0.45843858085206246,class_0
1.1222074104413098,0.11410976029688742,-0.039107276689748525,class_0
1.502194500618191,-0.7694320064310092,-1.426177345890462,class_0
2.52980109237181,1.8030019760618257,-0.3431523889796931,class_0
2.5880954258544024,0.7796163041925063,-0.1184774661137367,class_0
0.6684819937541863,0.16996094061987455,-0.783362548061144,class_0
3.070806990412007,1.155918956609881,-0.3127580839341533,class_0
0.46220913751600723,0.3307421321922744,-0.20147649625677183,class_0
2.1013519305380153,-0.07100892095406734,-0.6558494150434354,class_0
1.1361661775610175,1.777107392977636,0.02870573578475267,class_0
2.7266009636408026,1.1913346919571817,-0.5397732611476711,class_0
2.821339274192249,0.6462585991417023,-1.1555524107274078,class_0
2.009850850912358,1.2470294606787589,-0.05729398793992149,class_0
2.7074913042663935,1.7519674072063347,-0.6431136120007936,class_0
3.2149174747738223,0.16699199499678913,-1.9735716799013734,class_0
2.8589598267172924,0.7452788039895871,0.004719502164699413,class_0
3.5056043559232233,1.6127338560350084,-0.5207745300761738,class_0
2.2247913805321726,1.8751679995630224,0.33954985035420976,class_0
2.1469878235638653,1.0167515377576584,-0.9577627619503293,class_0
2.4693294837977877,1.3290083106496209,0.5134374530359685,class_0
2.741517914277452,1.4365487835125128,-0.6124733957169596,class_0
2.173740920965307,1.2121998406977923,0.26177959277079166,class_0
3.139380151828995,1.7315791159925105,-0.2856614126164493,class_0
-0.9285819689218561,-3.0734861631889276,-4.585064007148211,class_1
-1.5424801378968802,-1.3814435080942284,-0.87468311244581,class_1
-1.8362497634669397,-0.8299841230557179,-1.6057021863206216,class_1
0.030606834086678945,-1.2627861442114023,-1.7844080104188556,class_1
2.0502616075763154,-1.9250326046501007,-0.007368777349815745,class_1
-0.6096808271776227,-1.9080588050851865,0.6793579379775359,class_1
0.9002278387071433,-0.7639114736096086,0.5733613020971917,class_1
2.248507190798394,-1.8845924845501334,-2.031840192867585,class_1
0.1833840266847547,-2.42714611470357,-1.0697455602477965,class_1
-0.8128050273520716,-0.22051398690226934,-0.7070053958009679,class_1
1.9756204987985517,-1.403283225309614,-1.2382762196848738,class_1
-1.5722162196263003,-0.884983136908221,-0.6289979502315977,class_1
1.657681808833289,-0.9567121974591483,1.9525842166062026,class_1
-0.7253723880353563,-1.0636454007060934,0.08033222861543798,class_1
2.562227173170361,0.2601985506545972,3.374393962239756,class_1
1.8325675700495476,-1.2878781978605247,0.45828002739955725,class_1
-0.8679929031954129,-2.4441011855808634,-1.5633331789503817,class_1
0.3700144042947815,-2.1539069751569873,-2.4493863483037406,class_1
-1.4573770449061387,-1.3833517690762587,-0.22730690232730782,class_1
1.262930849728497,-0.7708495299701169,-1.1842245173752493,class_1
0.37615037193424145,-1.0270434033558211,1.7944662945426613,class_1
0.762063904109598,-3.3750538099635325,-0.3574700555394641,class_1
1.034577967165186,-1.4507097382440912,-0.3630117731639597,class_1
-0.4948767556803277,-2.381243526767367,1.3357431762848688,class_1
-2.538977084295119,-0.08744335730498126,0.47425139276914985,class_1
0.8353201453942968,-1.4736705514008657,0.6100935756921052,class_1
0.7879046149897087,-2.026626522462476,-0.2547234039695504,class_1
-0.8068321559655384,-2.2338303908439094,0.7728557971982655,class_1
-0.5580426248756821,-2.3729854288494523,2.307611404012006,class_1
-1.1151110419194459,-1.8022471916654519,0.9592533076886559,class_1
-0.5557228299517014,-2.6575400353922896,0.8491268977432287,class_1
-1.3492852824437305,-2.118001469784816,-0.047652320848691115,class_1
-1.5644826057199057,-1.8522145217655486,0.7810670309346326,class_1
-1.9325556106314632,-1.5594954568986192,-0.08927467610867712,class_1
0.7466659419884495,-2.3129317092207384,0.11467976874541679,class_1
0.9574553638036407,-2.2235284346674593,0.14244477369872474,class_1
2.5438651841995523,0.16927402279974127,0.7886969907454691,class_1
-0.5439525887762292,-0.36892654587731544,1.3088959318568532,class_1
1.031049750388148,-2.565569348733522,-1.0863901738177386,class_1
2.251909422148124,-1.432741380354255,-0.23020824379781338,class_1
1.4102160153374599,-2.166191769370383,0.7488964107708824,class_1
0.7977197926930403,-2.376948803081861,-1.5681125312755282,class_1
-0.5495317266494655,-2.293128643245625,-1.498935323201079,class_1
-0.16117373994854503,-1.1644833215600146,1.0037131028373565,class_1
-0.65979494168436,-2.6799611859896326,-0.7649208684795146,class_1
0.3923544081850818,-2.098731708765535,-0.4718500076097377,class_1
-1.7724990779600338,-1.7172884693761403,0.9470331744608681,class_1
-0.36626735735206506,-2.1693532978292813,-0.48132423474228975,class_1
-1.6206725727874791,-1.3555833880259551,0.28715900069561767,class_1
0.08253578349332745,-2.3062345877483224,-0.46357498937395447,class_1
1.5782750709323816,-1.462034290204815,1.7796459547332848,class_1
1.4205692478240168,-1.418206637633748,0.13927582948818912,class_1
-0.2787027536488546,-1.9305680886704657,0.0786705530472346,class_1
-1.30314496624828,-0.7631723136577909,1.9995965104868563,class_1
-0.45707186565262403,-2.2694156075896728,1.0613389675926659,class_1
-0.4941858470443746,-1.93904504948683,1.3239380723766956,class_1
0.4820744097730936,-3.8717838484072367,1.3442712233930754,class_1
-0.25288887765320045,-2.82149237470159,-0.30263978453064055,class_1
-0.1072276377291241,-1.928922042566956,0.6901482425075106,class_1
-2.433012602550218,-1.2571410404943923,-1.90302740441135,class_1
-0.5510895391746506,-2.2221615507766193,-0.3562288302125354,class_1
0.7396219285682221,-1.4089566673657106,1.1253454920042365,class_1
1.3363217334183304,0.2533369311683065,5.345388179195747,class_1
-1.177086996247772,-0.6639668398015691,3.010221887946432,class_1
-0.46233500801967814,-0.6182881794850408,0.4834423663441838,class_1
0.9784740793566484,-1.445570498895825,1.4812369749959489,class_1
-0.09680972631598542,-2.1099979931352237,0.4348261156167903,class_1
0.03848714594902525,-1.2667621091578831,0.6875779128728106,class_1
-1.59715850120747,-1.2081435741284825,3.361175555386431,class_1
-0.47956491608312535,-1.9388406603940447,1.2965075188296715,class_1
-1.7928334730311435,-1.1502881044421034,0.7828001731822667,class_1
-1.327101656141602,0.17038923204902817,-1.1800133553094923,class_2
-2.384500834743531,0.3745826055246936,-0.723822594811666,class_2
-2.9369401021466133,0.26386183006838115,-0.16763981598372382,class_2
-2.1468111338160636,0.36825495188646107,-0.45330130146918945,class_2
-2.3698694883330407,-0.4596348092311654,-1.1013997885920581,class_2
-3.0638415687203535,0.3534128354584028,-1.0991241041153412,class_2
-3.9157537837118883,0.15458251944173312,0.2218277998410471,class_2
-3.9364633907159607,0.6596872334097832,1.7122154192145378,class_2
-3.0942761177622744,0.348842759273796,-1.0268314134224499,class_2
-2.3744716280069214,0.29198035155999474,1.2419143328305642,class_2
-2.7788129476325136,0.2868048728821751,0.6096701239723724,class_2
-2.2865612847384695,0.3725078446852987,-0.9716430323608547,class_2
-2.985633487449465,0.48921790834701284,0.9469529317999709,class_2
-2.3751946982271073,0.48233371724487734,-0.2528839940533322,class_2
-2.2098655255958715,1.1600525041576415,-1.2451252259210697,class_2
-2.625621004692721,0.563160764210835,-0.8559610818033795,class_2
-4.280638778751086,0.6496709640237062,-1.458196961638567,class_2
-3.582641372001103,1.2727027497273002,-0.11078403762472656,class_2
-2.8070637200816573,1.5705337870411966,-0.47252793457208725,class_2
-2.8996593330239104,2.041057007938463,-0.4959598102350971,class_2
-2.320736976549204,2.3563660755566738,0.4376817436187575,class_2
-2.5498309472261362,2.045283091019523,-0.3122679986509355,class_2
-1.8125412848422975,1.527645946268751,1.3625897815878678,class_2
-2.7601446419239486,2.13893234764261,-0.9646286882006808,class_2
-2.7371505006679904,0.4098862708817914,-1.1904046839669888,class_2
-3.6048688681834227,1.802384217583966,-0.09403686133597228,class_2
-2.889825996873506,1.9252186131303415,-0.7823225555084475,class_2
-3.3921560768357195,1.3118763884735962,1.602025968900022,class_2
-1.0481818968536765,3.5150896912197287,1.160038565913228,class_2
-1.6099122828479338,2.4066381595743267,0.5485596972407107,class_2
-3.143130966743973,0.7381610441757973,-0.09099872392222322,class_2
-2.240156896269543,1.1754652881188636,-0.10137693249612204,class_2
-2.847673776119519,0.556043965882674,0.8042152181010284,class_2
-2.5974970566487636,0.6979655372009193,-0.8849395211306358,class_2
-2.9492993731348447,1.5553089642839824,-0.9834007272249421,class_2
-3.5300322663493104,0.8825267962042362,-0.46602912777853894,class_2
-2.406110540478552,2.592356175042396,0.4282262107995763,class_2
-2.9290847269674547,1.2744469479044809,-1.2133582715051496,class_2
-2.1814127788126196,2.0775373127345147,0.7637825515581181,class_2
-2.380927787135638,2.588667432418589,1.4180440294968124,class_2
-3.2116172150412465,-0.2512491044255908,-0.8471291521285036,class_2
-3.677918720973816,0.8477478441497628,-1.3394202310855179,class_2
-2.4655557980404486,2.1937983036540922,-0.9187809604264906,class_2
-3.370524145442859,2.2162891398611344,-0.3425695124143222,class_2
-2.6019558512247363,1.7572293509792738,0.20758135498124994,class_2
-2.6778394608645013,2.760899131674544,-0.9409418766769987,class_2
-2.387017091279719,2.2973466797128173,-0.5506961970110908,class_2
-3.20875816419802,2.768919566047574,1.013913664113115,class_2
